Water,Low-Calorie,No-Protein,No-Fat,High-Carbs
Chewing Gum & Mints,High-Calorie,No-Protein,No-Fat,High-Carbs
Breads & Buns,High-Calorie,High-Protein,Low-Fat,High-Carbs
Powdered Drinks,Low-Calorie,No-Protein,No-Fat,High-Carbs
Fruit & Vegetable Juice, Nectars & Fruit Drinks,Low-Calorie,No-Protein,No-Fat,High-Carbs
Soda,Low-Calorie,Low-Protein,No-Fat,High-Carbs
Candy,High-Calorie,High-Protein,No-Fat,High-Carbs
Liquid Water Enhancer,High-Calorie,No-Protein,No-Fat,High-Carbs
Alcohol,Low-Calorie,No-Protein,No-Fat,No-Carbs
Other Drinks,Low-Calorie,No-Protein,No-Fat,High-Carbs
Soda,Low-Calorie,Low-Protein,No-Fat,Low-Carbs
Soda,Zero-Calorie,No-Protein,No-Fat,High-Carbs
Soda,High-Calorie,No-Protein,No-Fat,High-Carbs
Candy,High-Calorie,High-Protein,High-Fat,High-Carbs
Drinks - Juices, Drinks and Cordials,Low-Calorie,Low-Protein,No-Fat,Low-Carbs
Popcorn, Peanuts, Seeds & Related Snacks,High-Calorie,High-Protein,High-Fat,High-Carbs
Non Alcoholic Beverages - Ready to Drink,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Soda,Zero-Calorie,Low-Protein,No-Fat,No-Carbs
Soda,Medium-Calorie,High-Protein,No-Fat,High-Carbs
Soda,Low-Calorie,High-Protein,Low-Fat,Low-Carbs
Other Drinks,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Water,Zero-Calorie,No-Protein,No-Fat,Low-Carbs
Bread & Muffin Mixes,High-Calorie,High-Protein,Low-Fat,High-Carbs
Digestive & Fiber Supplements,Low-Calorie,No-Protein,No-Fat,Low-Carbs
Other Drinks,Medium-Calorie,No-Protein,No-Fat,High-Carbs
Chocolate,High-Calorie,High-Protein,High-Fat,High-Carbs
Liquid Water Enhancer,Low-Calorie,No-Protein,No-Fat,Low-Carbs
Water,Low-Calorie,Low-Protein,No-Fat,No-Carbs
Powdered Drinks,High-Calorie,High-Protein,High-Fat,High-Carbs
Soda,Low-Calorie,No-Protein,Low-Fat,High-Carbs
Chips, Pretzels & Snacks,High-Calorie,High-Protein,High-Fat,High-Carbs
Pickles, Olives, Peppers & Relishes,Zero-Calorie,No-Protein,No-Fat,Low-Carbs
Pickles, Olives, Peppers & Relishes,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Dips & Salsa,Zero-Calorie,No-Protein,No-Fat,Low-Carbs
Tortilla, corn, other chips,High-Calorie,High-Protein,High-Fat,High-Carbs
Candy containing chocolate,High-Calorie,High-Protein,High-Fat,High-Carbs
Crackers, excludes saltines,High-Calorie,High-Protein,High-Fat,High-Carbs
Dried fruits,High-Calorie,High-Protein,High-Fat,High-Carbs
Potato chips,High-Calorie,High-Protein,High-Fat,High-Carbs
Cookies and brownies,High-Calorie,High-Protein,High-Fat,High-Carbs
Snacks,High-Calorie,High-Protein,High-Fat,High-Carbs
Cold cuts and cured meats,High-Calorie,High-Protein,Low-Fat,Low-Carbs
Meat mixed dishes,High-Calorie,High-Protein,High-Fat,Low-Carbs
Pretzels/snack mix,High-Calorie,High-Protein,High-Fat,High-Carbs
Cold cuts and cured meats,High-Calorie,High-Protein,High-Fat,Low-Carbs
Snacks,High-Calorie,Low-Protein,High-Fat,High-Carbs
Snacks,High-Calorie,High-Protein,Low-Fat,High-Carbs
Sweets,High-Calorie,High-Protein,High-Fat,High-Carbs
Unknown,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Dried fruits,High-Calorie,Low-Protein,Low-Fat,High-Carbs
Pancakes, waffles, French toast,High-Calorie,High-Protein,High-Fat,High-Carbs
Doughnuts, sweet rolls, pastries,High-Calorie,High-Protein,High-Fat,High-Carbs
Cereal bars,High-Calorie,High-Protein,High-Fat,High-Carbs
Cheese,High-Calorie,High-Protein,High-Fat,High-Carbs
Pre-Packaged Fruit & Vegetables,High-Calorie,High-Protein,High-Fat,High-Carbs
Cookies & Biscuits,High-Calorie,High-Protein,High-Fat,High-Carbs
Ice Cream & Frozen Yogurt,High-Calorie,High-Protein,High-Fat,High-Carbs
Cookies & Biscuits,Zero-Calorie,High-Protein,High-Fat,High-Carbs
Chips, Pretzels & Snacks,High-Calorie,No-Protein,High-Fat,High-Carbs
Snack, Energy & Granola Bars,High-Calorie,High-Protein,High-Fat,High-Carbs
Crusts & Dough,High-Calorie,High-Protein,High-Fat,High-Carbs
Chips, Pretzels & Snacks,High-Calorie,No-Protein,No-Fat,High-Carbs
Cakes, Cupcakes, Snack Cakes,High-Calorie,High-Protein,High-Fat,No-Carbs
Breads & Buns,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Cake, Cookie & Cupcake Mixes,High-Calorie,High-Protein,High-Fat,High-Carbs
Other Frozen Desserts,High-Calorie,High-Protein,High-Fat,High-Carbs
Cookies & Biscuits,High-Calorie,High-Protein,High-Fat,No-Carbs
Syrups & Molasses,High-Calorie,No-Protein,No-Fat,High-Carbs
Cookies & Biscuits,High-Calorie,No-Protein,High-Fat,High-Carbs
Cookies & Biscuits,High-Calorie,High-Protein,No-Fat,No-Carbs
Frozen Bread & Dough,High-Calorie,High-Protein,High-Fat,High-Carbs
Cookies & Biscuits,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Cereal,High-Calorie,High-Protein,High-Fat,High-Carbs
Puddings & Custards,High-Calorie,Low-Protein,High-Fat,High-Carbs
Croissants, Sweet Rolls, Muffins & Other Pastries,High-Calorie,High-Protein,High-Fat,High-Carbs
Croissants, Sweet Rolls, Muffins & Other Pastries,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Frozen Pancakes, Waffles, French Toast & Crepes,High-Calorie,High-Protein,High-Fat,High-Carbs
Frozen Pancakes, Waffles, French Toast & Crepes,High-Calorie,Low-Protein,High-Fat,High-Carbs
Frozen Pancakes, Waffles, French Toast & Crepes,Zero-Calorie,High-Protein,High-Fat,High-Carbs
Cookies & Biscuits,Low-Calorie,High-Protein,High-Fat,High-Carbs
Croissants, Sweet Rolls, Muffins & Other Pastries,High-Calorie,High-Protein,No-Fat,High-Carbs
Candy,High-Calorie,High-Protein,Low-Fat,High-Carbs
Wholesome Snacks,High-Calorie,High-Protein,High-Fat,High-Carbs
Other Snacks,High-Calorie,High-Protein,High-Fat,High-Carbs
Other Snacks,High-Calorie,High-Protein,No-Fat,High-Carbs
Wholesome Snacks,High-Calorie,No-Protein,High-Fat,High-Carbs
Pickles, Olives, Peppers & Relishes,Low-Calorie,Low-Protein,No-Fat,Low-Carbs
Wholesome Snacks,High-Calorie,High-Protein,No-Fat,High-Carbs
Wholesome Snacks,High-Calorie,No-Protein,No-Fat,High-Carbs
Chips, Pretzels & Snacks,High-Calorie,Low-Protein,High-Fat,High-Carbs
Wholesome Snacks,High-Calorie,Low-Protein,High-Fat,High-Carbs
Pickles, Olives, Peppers & Relishes,Low-Calorie,No-Protein,No-Fat,Low-Carbs
Pre-Packaged Fruit & Vegetables,Low-Calorie,Low-Protein,No-Fat,Low-Carbs
Baking Additives & Extracts,High-Calorie,High-Protein,High-Fat,High-Carbs
Popcorn, Peanuts, Seeds & Related Snacks,High-Calorie,High-Protein,High-Fat,No-Carbs
Frozen Vegetables,Low-Calorie,High-Protein,No-Fat,Low-Carbs
Salad Dressing & Mayonnaise,High-Calorie,High-Protein,High-Fat,High-Carbs
Other Meats,High-Calorie,High-Protein,High-Fat,High-Carbs
Baking Decorations & Dessert Toppings,High-Calorie,No-Protein,High-Fat,High-Carbs
Baking Decorations & Dessert Toppings,High-Calorie,High-Protein,High-Fat,High-Carbs
Chips, Pretzels & Snacks,Zero-Calorie,High-Protein,High-Fat,High-Carbs
Pickles, Olives, Peppers & Relishes,High-Calorie,No-Protein,No-Fat,High-Carbs
Frozen Dinners & Entrees,High-Calorie,High-Protein,High-Fat,High-Carbs
Pickles, Olives, Peppers & Relishes,Low-Calorie,High-Protein,No-Fat,Low-Carbs
Popcorn, Peanuts, Seeds & Related Snacks,Zero-Calorie,High-Protein,High-Fat,High-Carbs
Canned Fruit,High-Calorie,High-Protein,High-Fat,High-Carbs
Flours & Corn Meal,High-Calorie,High-Protein,High-Fat,High-Carbs
Cake, Cookie & Cupcake Mixes,High-Calorie,No-Protein,High-Fat,High-Carbs
Croissants, Sweet Rolls, Muffins & Other Pastries,High-Calorie,No-Protein,High-Fat,High-Carbs
Snack, Energy & Granola Bars,Zero-Calorie,High-Protein,High-Fat,High-Carbs
Bread & Muffin Mixes,High-Calorie,High-Protein,High-Fat,High-Carbs
Cake, Cookie & Cupcake Mixes,High-Calorie,High-Protein,High-Fat,No-Carbs
Baking Decorations & Dessert Toppings,Zero-Calorie,High-Protein,High-Fat,High-Carbs
Biscuits/Cookies (Shelf Stable),High-Calorie,High-Protein,High-Fat,High-Carbs
Other Frozen Desserts,High-Calorie,Low-Protein,High-Fat,High-Carbs
Ice Cream & Frozen Yogurt,Zero-Calorie,High-Protein,High-Fat,High-Carbs
Snack, Energy & Granola Bars,High-Calorie,No-Protein,High-Fat,High-Carbs
French Fries, Potatoes & Onion Rings,High-Calorie,High-Protein,High-Fat,High-Carbs
Snack, Energy & Granola Bars,High-Calorie,High-Protein,High-Fat,No-Carbs
Pancakes, Waffles, French Toast & Crepes,High-Calorie,High-Protein,High-Fat,High-Carbs
Yogurt,High-Calorie,High-Protein,High-Fat,High-Carbs
Candy,High-Calorie,High-Protein,High-Fat,Low-Carbs
Frozen Appetizers & Hors D'oeuvres,High-Calorie,High-Protein,High-Fat,High-Carbs
Nut & Seed Butters,High-Calorie,High-Protein,High-Fat,High-Carbs
Milk,High-Calorie,High-Protein,High-Fat,High-Carbs
Cookies & Biscuits,High-Calorie,Low-Protein,High-Fat,High-Carbs
Milk Additives,High-Calorie,No-Protein,High-Fat,High-Carbs
Candy,Zero-Calorie,High-Protein,High-Fat,High-Carbs
Ice Cream & Frozen Yogurt,High-Calorie,Low-Protein,High-Fat,High-Carbs
Cookies & Biscuits,Medium-Calorie,High-Protein,High-Fat,High-Carbs
Frozen Bread & Dough,Zero-Calorie,High-Protein,High-Fat,High-Carbs
Pickles, Olives, Peppers & Relishes,Medium-Calorie,High-Protein,No-Fat,High-Carbs
Pickles, Olives, Peppers & Relishes,High-Calorie,High-Protein,High-Fat,High-Carbs
Bread/Bakery Products Variety Packs,High-Calorie,High-Protein,High-Fat,High-Carbs
Bread,High-Calorie,High-Protein,High-Fat,High-Carbs
Cakes, Cupcakes, Snack Cakes,Zero-Calorie,High-Protein,High-Fat,High-Carbs
Seasoning Mixes, Salts, Marinades & Tenderizers,High-Calorie,High-Protein,High-Fat,High-Carbs
Wholesome Snacks,High-Calorie,High-Protein,High-Fat,No-Carbs
Wholesome Snacks,Zero-Calorie,High-Protein,High-Fat,No-Carbs
Wholesome Snacks,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Chips, Pretzels & Snacks,High-Calorie,High-Protein,High-Fat,No-Carbs
Pickles, Olives, Peppers & Relishes,Medium-Calorie,No-Protein,No-Fat,High-Carbs
Pre-Packaged Fruit & Vegetables,Low-Calorie,High-Protein,No-Fat,Low-Carbs
Prepared Wraps and Burittos,High-Calorie,High-Protein,High-Fat,High-Carbs
Cheese,High-Calorie,High-Protein,High-Fat,Low-Carbs
Pepperoni, Salami & Cold Cuts,High-Calorie,High-Protein,High-Fat,No-Carbs
Entrees, Sides & Small Meals,High-Calorie,High-Protein,High-Fat,Low-Carbs
Frozen Appetizers & Hors D'oeuvres,High-Calorie,High-Protein,High-Fat,Low-Carbs
Chips, Pretzels & Snacks,High-Calorie,High-Protein,No-Fat,High-Carbs
Pepperoni, Salami & Cold Cuts,High-Calorie,High-Protein,Low-Fat,No-Carbs
Chips, Pretzels & Snacks,High-Calorie,No-Protein,No-Fat,No-Carbs
Chips, Pretzels & Snacks,High-Calorie,High-Protein,Low-Fat,High-Carbs
Jam, Jelly & Fruit Spreads,High-Calorie,Low-Protein,No-Fat,High-Carbs
Flavored Snack Crackers,High-Calorie,High-Protein,High-Fat,High-Carbs
Biscuits/Cookies,High-Calorie,High-Protein,High-Fat,No-Carbs
Baby Foods,High-Calorie,High-Protein,High-Fat,High-Carbs
Cookies and brownies,High-Calorie,High-Protein,Low-Fat,High-Carbs
Baby food: snacks and sweets,High-Calorie,High-Protein,High-Fat,High-Carbs
Ice cream and frozen dairy desserts,High-Calorie,High-Protein,High-Fat,High-Carbs
Dairy and Egg Products,High-Calorie,High-Protein,High-Fat,High-Carbs
Fast Foods,High-Calorie,High-Protein,High-Fat,High-Carbs
Baked Products,High-Calorie,No-Protein,High-Fat,High-Carbs
Baked Products,High-Calorie,High-Protein,Low-Fat,High-Carbs
Ready-to-eat cereal, higher sugar (>21.2g/100g),High-Calorie,High-Protein,High-Fat,High-Carbs
Butter & Spread,High-Calorie,High-Protein,High-Fat,High-Carbs
Entrees, Sides & Small Meals,High-Calorie,Low-Protein,High-Fat,High-Carbs
Crusts & Dough,High-Calorie,Low-Protein,High-Fat,High-Carbs
Crusts & Dough,High-Calorie,No-Protein,High-Fat,High-Carbs
Popcorn, Peanuts, Seeds & Related Snacks,High-Calorie,High-Protein,No-Fat,High-Carbs
Cake, Cookie & Cupcake Mixes,High-Calorie,High-Protein,Low-Fat,High-Carbs
Powdered Drinks,Medium-Calorie,Low-Protein,Low-Fat,High-Carbs
Candy,High-Calorie,No-Protein,High-Fat,High-Carbs
Cakes, Cupcakes, Snack Cakes,High-Calorie,Low-Protein,High-Fat,High-Carbs
Other Frozen Desserts,High-Calorie,High-Protein,No-Fat,High-Carbs
Popcorn, Peanuts, Seeds & Related Snacks,High-Calorie,High-Protein,High-Fat,Low-Carbs
Cake, Cookie & Cupcake Mixes,High-Calorie,No-Protein,No-Fat,High-Carbs
Plant Based Milk,High-Calorie,High-Protein,High-Fat,High-Carbs
Ice Cream & Frozen Yogurt,Low-Calorie,High-Protein,High-Fat,High-Carbs
Cookies & Biscuits,High-Calorie,High-Protein,No-Fat,High-Carbs
Jam, Jelly & Fruit Spreads,High-Calorie,High-Protein,High-Fat,High-Carbs
Cake, Cookie & Cupcake Mixes,High-Calorie,High-Protein,No-Fat,High-Carbs
Milk,Low-Calorie,High-Protein,High-Fat,Low-Carbs
Cookies & Biscuits,High-Calorie,High-Protein,Low-Fat,High-Carbs
Cookies & Biscuits,High-Calorie,No-Protein,No-Fat,High-Carbs
Biscuits/Cookies,Zero-Calorie,High-Protein,High-Fat,High-Carbs
Ice Cream & Frozen Yogurt,High-Calorie,No-Protein,High-Fat,High-Carbs
Crusts & Dough,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Pizza,High-Calorie,High-Protein,High-Fat,High-Carbs
Other Frozen Desserts,High-Calorie,Low-Protein,High-Fat,No-Carbs
Pastry Shells & Fillings,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Ice Cream & Frozen Yogurt,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Ice Cream & Frozen Yogurt,High-Calorie,High-Protein,High-Fat,Low-Carbs
Meal Replacement Supplements,High-Calorie,High-Protein,No-Fat,No-Carbs
Energy, Protein & Muscle Recovery Drinks,High-Calorie,High-Protein,High-Fat,High-Carbs
Energy, Protein & Muscle Recovery Drinks,Low-Calorie,High-Protein,Low-Fat,Low-Carbs
Energy, Protein & Muscle Recovery Drinks,Medium-Calorie,High-Protein,High-Fat,Low-Carbs
Biscuits/Cookies,High-Calorie,High-Protein,High-Fat,High-Carbs
Ice Cream & Frozen Yogurt,High-Calorie,No-Protein,No-Fat,No-Carbs
Ice Cream & Frozen Yogurt,High-Calorie,High-Protein,High-Fat,No-Carbs
Chocolate,High-Calorie,No-Protein,High-Fat,High-Carbs
Cereal,Zero-Calorie,High-Protein,High-Fat,High-Carbs
Other Frozen Desserts,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Oriental, Mexican & Ethnic Sauces,High-Calorie,High-Protein,No-Fat,High-Carbs
Syrups & Molasses,High-Calorie,High-Protein,No-Fat,High-Carbs
Energy, Protein & Muscle Recovery Drinks,High-Calorie,High-Protein,No-Fat,Low-Carbs
Cakes, Cupcakes, Snack Cakes,High-Calorie,No-Protein,High-Fat,High-Carbs
Pastry Shells & Fillings,High-Calorie,No-Protein,High-Fat,High-Carbs
Plant Based Milk,Medium-Calorie,High-Protein,Low-Fat,Low-Carbs
Puddings & Custards,High-Calorie,High-Protein,High-Fat,High-Carbs
Milk,Medium-Calorie,High-Protein,Low-Fat,High-Carbs
Puddings & Custards,Medium-Calorie,Low-Protein,Low-Fat,High-Carbs
Puddings & Custards,High-Calorie,No-Protein,High-Fat,High-Carbs
Granulated, Brown & Powdered Sugar,Zero-Calorie,No-Protein,No-Fat,High-Carbs
Meal Replacement Supplements,High-Calorie,High-Protein,High-Fat,High-Carbs
Yogurt,Medium-Calorie,High-Protein,Low-Fat,High-Carbs
Powdered Drinks,High-Calorie,No-Protein,High-Fat,High-Carbs
Crusts & Dough,High-Calorie,High-Protein,No-Fat,High-Carbs
Granulated, Brown & Powdered Sugar,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Processed Cereal Products,High-Calorie,High-Protein,High-Fat,High-Carbs
Biscuits Chocolate,High-Calorie,High-Protein,High-Fat,High-Carbs
Ice Cream & Frozen Yogurt,Medium-Calorie,Low-Protein,High-Fat,Low-Carbs
Cereal,High-Calorie,High-Protein,No-Fat,High-Carbs
Dips & Salsa,High-Calorie,Low-Protein,High-Fat,High-Carbs
Oriental, Mexican & Ethnic Sauces,High-Calorie,No-Protein,High-Fat,High-Carbs
Candy,High-Calorie,No-Protein,Low-Fat,High-Carbs
Baking Decorations & Dessert Toppings,High-Calorie,No-Protein,No-Fat,High-Carbs
Candy,High-Calorie,Low-Protein,High-Fat,High-Carbs
Baking Decorations & Dessert Toppings,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Milk,Medium-Calorie,High-Protein,High-Fat,Low-Carbs
Meal Replacement Supplements,Low-Calorie,High-Protein,High-Fat,Low-Carbs
Cakes, Cupcakes, Snack Cakes,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Cake, Cookie & Cupcake Mixes,High-Calorie,Low-Protein,High-Fat,High-Carbs
Baking Decorations & Dessert Toppings,High-Calorie,High-Protein,Low-Fat,High-Carbs
Cookies & Biscuits,Medium-Calorie,Low-Protein,High-Fat,High-Carbs
Lunch Snacks & Combinations,High-Calorie,Low-Protein,High-Fat,High-Carbs
Candy,Zero-Calorie,No-Protein,No-Fat,High-Carbs
Candy,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Candy not containing chocolate,High-Calorie,No-Protein,Low-Fat,High-Carbs
Candy not containing chocolate,High-Calorie,Low-Protein,High-Fat,High-Carbs
Apples,High-Calorie,Low-Protein,High-Fat,High-Carbs
Fruits and Fruit Juices,High-Calorie,Low-Protein,Low-Fat,High-Carbs
Sweets,High-Calorie,Low-Protein,High-Fat,High-Carbs
Sweets,High-Calorie,No-Protein,Low-Fat,High-Carbs
Sweets,High-Calorie,Low-Protein,Low-Fat,High-Carbs
Sweets,High-Calorie,No-Protein,No-Fat,High-Carbs
Candy not containing chocolate,High-Calorie,High-Protein,High-Fat,High-Carbs
Candy not containing chocolate,High-Calorie,No-Protein,No-Fat,High-Carbs
Candy not containing chocolate,High-Calorie,Low-Protein,Low-Fat,High-Carbs
Candy not containing chocolate,High-Calorie,No-Protein,High-Fat,High-Carbs
Sweets,High-Calorie,High-Protein,Low-Fat,High-Carbs
Candy containing chocolate,High-Calorie,Low-Protein,High-Fat,High-Carbs
Other red and orange vegetables,High-Calorie,Low-Protein,High-Fat,High-Carbs
Sweets,High-Calorie,Low-Protein,No-Fat,High-Carbs
Vegetables and Vegetable Products,High-Calorie,Low-Protein,High-Fat,High-Carbs
Snacks,High-Calorie,No-Protein,High-Fat,High-Carbs
Snacks,High-Calorie,High-Protein,No-Fat,High-Carbs
Fats and Oils,High-Calorie,Low-Protein,High-Fat,Low-Carbs
Fats and Oils,High-Calorie,No-Protein,High-Fat,No-Carbs
Nuts and seeds,High-Calorie,High-Protein,High-Fat,High-Carbs
Candy,High-Calorie,No-Protein,No-Fat,No-Carbs
Herbs & Spices,High-Calorie,No-Protein,No-Fat,High-Carbs
Pre-Packaged Fruit & Vegetables,High-Calorie,Low-Protein,High-Fat,High-Carbs
Pickles, Olives, Peppers & Relishes,Low-Calorie,No-Protein,No-Fat,High-Carbs
Chewing Gum & Mints,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Confectionery Products,Zero-Calorie,High-Protein,Low-Fat,No-Carbs
Popcorn, Peanuts, Seeds & Related Snacks,High-Calorie,High-Protein,No-Fat,No-Carbs
Fish & Seafood,High-Calorie,High-Protein,High-Fat,High-Carbs
Canned Vegetables,High-Calorie,Low-Protein,No-Fat,High-Carbs
Candy,High-Calorie,No-Protein,No-Fat,Low-Carbs
Candy,Low-Calorie,No-Protein,No-Fat,High-Carbs
Baking Decorations & Dessert Toppings,Zero-Calorie,No-Protein,No-Fat,High-Carbs
Granulated, Brown & Powdered Sugar,High-Calorie,No-Protein,No-Fat,High-Carbs
Candy,Zero-Calorie,No-Protein,No-Fat,Low-Carbs
Candy,High-Calorie,High-Protein,High-Fat,No-Carbs
Chewing Gum & Mints,High-Calorie,No-Protein,High-Fat,High-Carbs
Candy,Zero-Calorie,High-Protein,No-Fat,High-Carbs
Candy,Medium-Calorie,No-Protein,No-Fat,High-Carbs
Seasoning Mixes, Salts, Marinades & Tenderizers,High-Calorie,No-Protein,High-Fat,High-Carbs
Wholesome Snacks,Low-Calorie,No-Protein,No-Fat,Low-Carbs
Chewing Gum & Mints,High-Calorie,No-Protein,No-Fat,No-Carbs
Ketchup, Mustard, BBQ & Cheese Sauce,High-Calorie,No-Protein,No-Fat,High-Carbs
Sport Drinks,Zero-Calorie,No-Protein,No-Fat,Low-Carbs
Candy,High-Calorie,No-Protein,High-Fat,No-Carbs
Cookies & Biscuits,Medium-Calorie,No-Protein,No-Fat,High-Carbs
Gelatin, Gels, Pectins & Desserts,High-Calorie,High-Protein,No-Fat,High-Carbs
Energy, Protein & Muscle Recovery Drinks,Low-Calorie,High-Protein,No-Fat,Low-Carbs
Ice Cream & Frozen Yogurt,Zero-Calorie,Low-Protein,High-Fat,High-Carbs
Candy,High-Calorie,Low-Protein,No-Fat,No-Carbs
Powdered Drinks,High-Calorie,High-Protein,No-Fat,High-Carbs
Ice Cream & Frozen Yogurt,High-Calorie,Low-Protein,Low-Fat,High-Carbs
Other Snacks,High-Calorie,High-Protein,High-Fat,No-Carbs
Candy,Low-Calorie,No-Protein,No-Fat,Low-Carbs
Ice Cream & Frozen Yogurt,Medium-Calorie,No-Protein,No-Fat,High-Carbs
Candy,High-Calorie,Low-Protein,No-Fat,High-Carbs
Chocolate,High-Calorie,No-Protein,No-Fat,High-Carbs
Confectionery Products,Zero-Calorie,High-Protein,High-Fat,No-Carbs
Confectionery Products,Zero-Calorie,Low-Protein,Low-Fat,No-Carbs
Confectionery Products,Zero-Calorie,Low-Protein,High-Fat,No-Carbs
Confectionery Products,Zero-Calorie,Low-Protein,No-Fat,No-Carbs
Canned Fruit,High-Calorie,Low-Protein,High-Fat,High-Carbs
Fish & Seafood,High-Calorie,High-Protein,High-Fat,Low-Carbs
Seasoning Mixes, Salts, Marinades & Tenderizers,High-Calorie,No-Protein,No-Fat,High-Carbs
Puddings & Custards,High-Calorie,No-Protein,No-Fat,High-Carbs
Candy,High-Calorie,Low-Protein,Low-Fat,High-Carbs
Candy,Zero-Calorie,No-Protein,High-Fat,High-Carbs
Canned Vegetables,High-Calorie,No-Protein,No-Fat,High-Carbs
Chocolate,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Confectionery Products,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Candy,Zero-Calorie,High-Protein,No-Fat,No-Carbs
Cookies & Biscuits,Low-Calorie,Low-Protein,Low-Fat,Low-Carbs
Confectionery Products,High-Calorie,No-Protein,No-Fat,No-Carbs
Pre-Packaged Fruit & Vegetables,Medium-Calorie,High-Protein,High-Fat,High-Carbs
Lunch Snacks & Combinations,High-Calorie,High-Protein,High-Fat,High-Carbs
